Algo,Energy,Damp,y,γ,γfact,D,N,Assignments
rAP,0.7212153607023069,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7257522109762418,0.8,10.0,0.5,1.05,2,200,0.925
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.8,10.0,0.5,1.05,2,200,0.925
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,25.0,0.8,10.0,0.5,1.05,2,200,0.995
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.727347119422994,0.8,10.0,0.5,1.05,2,200,0.93
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.8,10.0,0.5,1.05,2,200,0.925
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7265706134305481,0.8,10.0,0.5,1.05,2,200,0.94
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.725017029275995,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.72125967424119,0.8,10.0,0.5,1.05,2,200,0.93
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7234886093618347,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.8,10.0,0.5,1.05,2,200,0.925
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7257522109762418,0.8,10.0,0.5,1.05,2,200,0.925
AP,0.7235329229007178,0.8,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7248221619302336,0.8,10.0,0.5,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7235329229007178,0.8,10.0,0.5,1.05,2,200,0.93
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7311487879966821,0.8,10.0,0.5,1.05,2,200,0.93
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7235329229007178,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,25.0,0.8,10.0,1.0,1.05,2,200,0.995
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7234941017899078,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7270234055103892,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.8,10.0,1.0,1.05,2,200,0.925
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7235329229007178,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7235329229007178,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.721331679320562,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7270234055103892,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7270234055103892,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7274425460702137,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234941017899078,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7235329229007178,0.8,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7247501568508615,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7235329229007178,0.8,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212873657816788,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7265706134305481,0.8,10.0,1.0,1.05,2,200,0.94
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7265706134305481,0.8,10.0,1.0,1.05,2,200,0.94
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7235329229007178,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7270234055103892,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7265706134305481,0.8,10.0,1.0,1.05,2,200,0.94
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234941017899078,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.721331679320562,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7235329229007178,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.721331679320562,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7235329229007178,0.8,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7257522109762418,0.8,10.0,1.0,1.05,2,200,0.925
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7235329229007178,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.8,10.0,1.0,1.05,2,200,0.925
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7272957703635958,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7247501568508615,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7247501568508615,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7285518254245495,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7247501568508615,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234941017899078,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.8,10.0,1.0,1.05,2,200,0.925
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,25.0,0.8,10.0,1.0,1.05,2,200,0.995
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234941017899078,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234941017899078,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7270234055103892,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7235329229007178,0.8,10.0,1.0,1.05,2,200,0.93
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7212873657816788,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7257522109762418,0.8,10.0,1.0,1.05,2,200,0.925
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7235329229007178,0.8,-1.0,-1.0,-1.0,2,200,0.93
rAP,0.7212153607023069,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7257522109762418,0.8,-1.0,-1.0,-1.0,2,200,0.925
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7234941017899078,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7248221619302336,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7212153607023069,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7265706134305481,0.8,10.0,1.0,1.05,2,200,0.94
AP,0.7234886093618347,0.8,-1.0,-1.0,-1.0,2,200,0.9299999999999999
rAP,0.7234886093618347,0.8,10.0,1.0,1.05,2,200,0.9299999999999999
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.1,1.1,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.1,1.1,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,30.0,0.8,10.0,0.1,1.1,2,220,0.9954545454545455
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
rAP,0.7348084967832654,0.8,10.0,0.1,1.1,2,220,0.9681818181818181
AP,0.7348084967832654,0.8,-1.0,-1.0,-1.0,2,220,0.9681818181818181
